Project Name,Approved Budget,Start Date,End Date,TOR,Date Of Delivery,Other Relevant Information,Required Quantity,Procuring Entity
20GDB0018 - EMERGENCY PURCHASE OF SUPPLIES FOR DPWH PERSONNEL'S DURING QUARANTINE PERIOD (COVID-19 PANDEMIC),"1,365,000.00",2020-05-29,2020-06-01,"gppbgovph.com/data/files/pr/15922884782847715ee864de6289b_ABC, PROGRAM, APP.pdf",2020-06-01,"gppbgovph.com/data/files/pr/1592288478403632475ee864decac4e_ACCEPTANCE, PO, NOA, DELIVERY SCHEDULE, TECHNICAL SPECS.pdf",1,DPWH BATANGAS I DISTRICT ENGINEERING OFFICE
PROCUREMENT OF COVID-19 TEST KITS,"1,000,000.00",2020-04-30,2020-05-08,gppbgovph.com/data/files/pr/159228919120962422895ee867a70877c_test Kit.jpg,2020-05-08,gppbgovph.com/data/files/pr/15922891918291159065ee867a73ea07_Document 19_3.jpg,"1,000.00","MUNICIPALITY OF QUIRINO, ILOCOS SUR"
PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT,"1,000,000.00",2020-04-30,2020-05-08,gppbgovph.com/data/files/pr/159228994710974609545ee86a9b53843_ppe.jpg,2020-05-08,gppbgovph.com/data/files/pr/159228994710836411745ee86a9b7c5ee_Document 19_4.jpg,"1,000.00","MUNICIPALITY OF QUIRINO, ILOCOS SUR"
PROCUREMENT OF FLU VACCINE,"200,000.00",2020-05-04,2020-05-12,gppbgovph.com/data/files/pr/159229021215353829295ee86ba48c597_vaccine.jpg,2020-05-12,gppbgovph.com/data/files/pr/159229021218540258635ee86ba4c0530_Document 19_9.jpg,140,"MUNICIPALITY OF QUIRINO, ILOCOS SUR"
PROCUREMENT OF 10 UNIT PREASURE WASHER TO BE USED FOR DISINFECTION/CLEANING PURPOSES OF MUNICIPALITY,"80,500.00",2020-04-14,2020-04-21,gppbgovph.com/data/files/pr/15922951262337115965ee87ed65cea4_POpreasurewasher.jpg,2020-04-15,gppbgovph.com/data/files/pr/15922951261288299785ee87ed683e78_PRwasher.jpg,10,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 7500 KLS CHICKEN MEAT TO BE USED AS RELIEF GOODS,"787,500.00",2020-05-14,2020-05-22,gppbgovph.com/data/files/pr/159229595821010762025ee882160bd89_pochicken.jpg,2020-05-16,gppbgovph.com/data/files/pr/15922959586618574365ee8821670f19_prchicken.jpg,"7,500.00","MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 400 BOX SARDINES 155GRAMS 100'S TO BE USED AS RELIEF GOODS,"762,000.00",2020-05-15,2020-05-22,gppbgovph.com/data/files/pr/15922964756693646565ee8841bee598_poglorysardines400.jpg,2020-05-16,gppbgovph.com/data/files/pr/15922964766719661545ee8841c2f59a_prglorysardine400.jpg,400,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF 3 PCS INFRARED THERMOMETER TO BE USED BY THE RURAL HEALTH UNIT,"21,300.00",2020-04-15,2020-04-22,gppbgovph.com/data/files/pr/159229690514555880245ee885c9372e8_POklickluckyinfrared2.jpg,2020-04-22,gppbgovph.com/data/files/pr/159229690514171676065ee885c95cb21_PRinfrared2.jpg,3,"MUNICIPALITY OF PAETE, LAGUNA"
PROCUREMENT OF DRUMS AND CONTAINER TO BE USED FOR DISINFECTION PURPOSES,"3,190.00",2020-03-23,2020-03-30,gppbgovph.com/data/files/pr/159229740521220530905ee887bd01f43_POdrum.jpg,2020-03-23,gppbgovph.com/data/files/pr/159229740612472872245ee887beb15d6_PRdrum.jpg,4,"MUNICIPALITY OF PAETE, LAGUNA"
CONSTRUCTION OF FENCE AT EVACUATION CENTER (PHASE II),"1,421,822.40",2020-06-05,2020-09-05,gppbgovph.com/data/files/pr/15923585496851258255ee976955a11d_Image (10).jpg,2020-06-05,gppbgovph.com/data/files/pr/15923585504156300205ee976961549e_Image (11).jpg,1,MUNICIPALITY OF KALIBO
PROVISION OF FOOD ASSSISTANCE AND OTHER RELIEF GOOD OF AFFECTED HOUSEHOLDS AND FOR OTHER NECESSARY COVID-19 RELATED PPA'S AND EXPENSES-BAYANIHAN GRANT TO CITIES AND MUNICIPALITIES,"38,495.00",2020-06-18,2020-06-26,gppbgovph.com/data/files/pr/15923645762698280895ee98e20c3d0b_Provision Of Food Assistance Anf Other Relief Goods Of Affected Households And Other Necessary Covid,2020-06-22,gppbgovph.com/data/files/pr/159236457717696146465ee98e211e9c2_Provision Of Food Assistance Anf Other Relief Goods Of Affected Households And Other Necessary Covi,59,"LGU SAN JUAN, SIQUIJOR"
"PROVISION AND DELIVERY OF FOOD PACKS RICE 50 KILOS, WELL MILLED, MILLED NOT LATER THAN 6 MONTHS FROM AWARD OF CONTRACT","117,000.00",2020-05-15,2020-06-26,gppbgovph.com/data/files/pr/159237491512988693665ee9b683da97c_Technical Specification.jpg,2020-05-26,gppbgovph.com/data/files/pr/159237491619312514205ee9b6842e5e3_Technical Specification.jpg,60,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF FOOD PACKS SARDINES 155 GRAMS,"46,170.00",2020-05-15,2020-05-26,gppbgovph.com/data/files/pr/159237491619138522695ee9b6847f5a1_Technical Specification.jpg,2020-05-26,gppbgovph.com/data/files/pr/1592374916451396955ee9b684b99d3_Technical Specification.jpg,"2,565.00",DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF FOOD PACKS BROWN SUGAR PACKED IN Â½ KILOS,"20,263.50",2020-05-15,2020-05-26,gppbgovph.com/data/files/pr/159237491714849270545ee9b68500dde_Technical Specification.jpg,2020-05-26,gppbgovph.com/data/files/pr/15923749172123558145ee9b6853aeb5_Technical Specification.jpg,513,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF FOOD PACKS COOKING OIL 80 ML,"17,544.60",2020-05-15,2020-05-26,gppbgovph.com/data/files/pr/159237491712698021965ee9b6856d7c2_Technical Specification.jpg,2020-05-26,gppbgovph.com/data/files/pr/15923749171100422295ee9b6859dd07_Technical Specification.jpg,"2,052.00",DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF FOOD PACKS NOODLES,"22,161.60",2020-05-15,2020-05-26,gppbgovph.com/data/files/pr/15923749172516018565ee9b685d0981_Technical Specification.jpg,2020-05-26,gppbgovph.com/data/files/pr/159237491819751343165ee9b6861f6d9_Technical Specification.jpg,"4,617.00",DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROVISION AND DELIVERY OF FOOD PACKS COFFEE 3 IN 1 SACHET,"32,996.25",2020-05-15,2020-05-26,gppbgovph.com/data/files/pr/15923749186500450925ee9b68652509_Technical Specification.jpg,2020-05-26,gppbgovph.com/data/files/pr/15923749182679619855ee9b6867e71e_Technical Specification.jpg,31.5,DEPARTMENT OF AGRARIAN REFORM - MASBATE
"PROVISION AND DELIVERY OF FOOD PACKS SANDO BAG MEDIUM SIZE, 60-80 PCS PER PACK",364.05,2020-05-15,2020-05-26,gppbgovph.com/data/files/pr/159237491813871767225ee9b686a7f23_Technical Specification.jpg,2020-05-26,gppbgovph.com/data/files/pr/159237491889869685ee9b686e4d2a_Technical Specification.jpg,12,DEPARTMENT OF AGRARIAN REFORM - MASBATE
PROCUREMENT OF DIESEL FUEL,"99,900.00",2020-04-06,2020-04-06,gppbgovph.com/data/files/pr/15923756471536107965ee9b95f8d837_CCE06102020 Tech.pdf,2020-04-07,gppbgovph.com/data/files/pr/15923756475279836365ee9b95fd5337_CCE06102020 Relevant.pdf,"2,426.59",LGU POLANCO
SUPPLY AND DELIVERY OF SHELTERTENT,"450,000.00",2020-04-20,2020-04-20,gppbgovph.com/data/files/pr/159246273216799073795eeb0d8c6ede0_pr Tent.pdf,2020-04-17,gppbgovph.com/data/files/pr/159246273217734009755eeb0d8c9d8a7_img010.pdf,50,MUNICIPALITY OF ALAMINOS LAGUNA
LABORATORY SUPPLIE/REAGENTS (PROTHOMBIN TIME CARTRIDGE),"495,000.00",2020-05-05,2020-05-19,gppbgovph.com/data/files/pr/159252912615872616545eec10e625c13_PR.jpg,2020-05-05,gppbgovph.com/data/files/pr/15925291261765339455eec10e6ad83c_NOA.jpg,"1,100.00",DR. JOSE RIZAL MEMORIAL HOSPITAL
SUPPLY AND DELIVERY OF LABORATORY TEST KITS & REAGENTS,"1,154,610.00",2020-06-23,2020-08-23,gppbgovph.com/data/files/pr/15925453623536423705eec50527d38b_RFQ.pdf,2020-08-23,gppbgovph.com/data/files/pr/159254536210880671775eec5052a024c_TECHNICAL SPECIFICATIONS.pdf,3,BATANES GENERAL HOSPITAL
PROCUREMENT OF FLU VACCINE FOR COVID-19,"250,000.00",2020-06-23,2020-08-23,gppbgovph.com/data/files/pr/159254645416428039875eec549629467_RFQ.pdf,2020-08-23,gppbgovph.com/data/files/pr/159254645421382069955eec54967a193_TECHNICAL SPECIFICATIONS.pdf,250,BATANES GENERAL HOSPITAL
SUPPLY AND DELIVERY OF MEDICAL & OTHER SUPPLIES FOR COVID-19,"83,820.00",2020-06-23,2020-08-23,gppbgovph.com/data/files/pr/159254706217347048885eec56f6c6b9c_RFQ.pdf,2020-08-23,gppbgovph.com/data/files/pr/15925470622671060525eec56f6ec81d_TECHNICAL SPECIFICATIONS.pdf,1,BATANES GENERAL HOSPITAL
ICT-EQUIPMENT & OTHER SUPPLIES & MATERIALS,"1,276,400.00",2020-06-20,2020-06-22,gppbgovph.com/data/files/pr/15925500939414686795eec62cdc15ee_img20200619_14440400.pdf,2020-07-01,gppbgovph.com/data/files/pr/159255009319385464205eec62cdeaaa6_img20200619_14452310.pdf,1,MUNICIPALITY OF KALIBO
OTHER SUPPLIES,"193,500.00",2020-06-20,2020-06-22,gppbgovph.com/data/files/pr/15925503823914005755eec63eecd4fa_img20200619_15024538.pdf,2020-07-01,gppbgovph.com/data/files/pr/15925503831705625975eec63ef03233_104452291_761952310876166_6917959541010329628_n.jpg,1,MUNICIPALITY OF KALIBO
SUPPLY AND DELIVERY OF CONSTRUCTION SUPPLIES,"2,095,630.00",2020-06-23,2020-08-23,gppbgovph.com/data/files/pr/159255249121251652725eec6c2b2cdaa_RFQ.pdf,2020-08-23,gppbgovph.com/data/files/pr/159255249115976197505eec6c2b5ef70_TECHNICAL SPECIFICATIONS.pdf,2,BATANES GENERAL HOSPITAL
PROCUREMENT OF MEDICAL OXYGEN,"125,000.00",2020-06-23,2020-08-23,gppbgovph.com/data/files/pr/15925529062300764935eec6dca8c07b_RFQ.pdf,2020-08-23,gppbgovph.com/data/files/pr/15925529062782822845eec6dcad287d_TECHNICAL SPECIFICATIONS.pdf,25,BATANES GENERAL HOSPITAL
SUPPLY AND DELIVERY OF VARIOUS MEDICAL SUPPLIES FOR COVID-19,"6,106,890.00",2020-06-23,2020-08-23,gppbgovph.com/data/files/pr/15925535878025524915eec7073d29c7_RFQ.pdf,2020-08-23,gppbgovph.com/data/files/pr/159255358811056540385eec707410539_TECHNICAL SPECIFICATIONS.pdf,9,BATANES GENERAL HOSPITAL
REQUEST FOR QUOTATION FOR THE PROCUREMENT OF GOODS: GENE-XPERT CARTRIDGE FOR COVID TESTING,"226,800.00",2020-06-19,2020-06-22,gppbgovph.com/data/files/pr/15926346516071617285eedad1b25d44_PR - GeneXpert Cartridge.pdf,2020-06-23,gppbgovph.com/data/files/pr/159263465118826464785eedad1b68d71_PR - GeneXpert Cartridge.pdf,100,NATIONAL CHILDREN'S HOSPITAL
SUPPLY AND DELIVERY OF THERMAL SCANNERS,"1,096,900.00",2020-06-19,2020-06-26,gppbgovph.com/data/files/pr/159263971616997207395eedc0e4151a1_2006012.pdf,2020-06-19,gppbgovph.com/data/files/pr/159263971612624487265eedc0e453e5f_EPR FOR THERMAL SCANNER-B.pdf,1,SAMAR STATE UNIVERSITY
SUPPLY AND DELIVERY OF JANITORIAL MATERIALS FOR HEALTH & SAFETY MAINTENANCE OF BUILDINGS & FACILITIES FOR COVID-19,"88,152.00",2020-05-05,2020-05-15,gppbgovph.com/data/files/pr/15926402223320907405eedc2ded1a58_2005001.pdf,2020-06-12,gppbgovph.com/data/files/pr/159264022317445008745eedc2df173f1_PR#2020-04-006-PR.pdf,1,SAMAR STATE UNIVERSITY
SUPPLY AND DELIVERY OF COVID-19 EQUIPMENT AND SUPPLIES SURGICAL GLOVES,"135,000.00",2020-04-15,2020-04-29,gppbgovph.com/data/files/pr/159278490912591244255eeff80dc2cac_PR.jpg,2020-05-06,gppbgovph.com/data/files/pr/15927849104176271125eeff80e00d6e_Notice Of Award.jpg,150,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF COVID-19 EQUIPMENT AND SUPPLIES SURGICAL FACE MASK,"207,000.00",2020-04-15,2020-04-29,gppbgovph.com/data/files/pr/15927849108571202555eeff80e2c0b4_PR.jpg,2020-05-06,gppbgovph.com/data/files/pr/15927849107915640735eeff80e5cdfc_Notice Of Award.jpg,150,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF COVID-19 EQUIPMENT AND SUPPLIES HAND SANITIZER,"45,000.00",2020-04-15,2020-04-29,gppbgovph.com/data/files/pr/15927849104268437275eeff80e8407b_PR.jpg,2020-05-06,gppbgovph.com/data/files/pr/159278491011824323895eeff80ead8fb_Notice Of Award.jpg,30,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF COVID-19 EQUIPMENT AND SUPPLIES ALCOHOL,"120,000.00",2020-04-15,2020-04-29,gppbgovph.com/data/files/pr/15927849103855274045eeff80ed2b21_PR.jpg,2020-05-06,gppbgovph.com/data/files/pr/159278491110055862865eeff80f0a6b8_Notice Of Award.jpg,30,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF COVID-19 EQUIPMENT AND SUPPLIES NITRILE GLOVES,"18,000.00",2020-04-15,2020-04-29,gppbgovph.com/data/files/pr/159278491112414851305eeff80f31cc1_PR.jpg,2020-05-06,gppbgovph.com/data/files/pr/15927849111906429145eeff80f6158b_Notice Of Award.jpg,15,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF COVID-19 EQUIPMENT AND SUPPLIES CADEVER BAGS,"90,000.00",2020-04-15,2020-04-29,gppbgovph.com/data/files/pr/159278491113614856235eeff80f8b49c_PR.jpg,2020-05-06,gppbgovph.com/data/files/pr/15927849113667576135eeff80fb9792_Notice Of Award.jpg,30,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF COVID-19 EQUIPMENT AND SUPPLIES THERMAL SCANNER,"150,142.00",2020-04-15,2020-04-29,gppbgovph.com/data/files/pr/159278491114130629655eeff80fde843_PR.jpg,2020-05-06,gppbgovph.com/data/files/pr/159278491221098366365eeff8103b911_Notice Of Award.jpg,20,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF ADDITION EQUIPMENT & SUPPLIES RUBBER BOOTS,"33,750.00",2020-04-17,2020-04-24,gppbgovph.com/data/files/pr/159279518713202118885ef02033d9c5d_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15927951883912054195ef0203411fb0_Notice Of Award.jpg,50,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF ADDITION EQUIPMENT & SUPPLIES FOLDING BED,"306,250.00",2020-04-17,2020-04-24,gppbgovph.com/data/files/pr/15927951884843411025ef0203438a18_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159279518810430159975ef0203466640_Notice Of Award.jpg,50,MUNICIPALITY OF ALAMINOS LAGUNA
TACTICAL OPERATIONS RESPONSE VEHICLE,"1,800,000.00",2020-06-23,2020-06-25,gppbgovph.com/data/files/pr/159279585511174430325ef022cfe1dbd_img20200622_11053290.pdf,2020-07-10,gppbgovph.com/data/files/pr/1592795856921454855ef022d010251_img20200622_11083401.pdf,1,MUNICIPALITY OF KALIBO
TACTICAL OPERATIONS RESPONSE VEHICLE,"1,800,000.00",2020-06-23,2020-07-10,gppbgovph.com/data/files/pr/159279586610833891355ef022da4e6de_img20200622_11063462.pdf,2020-07-07,gppbgovph.com/data/files/pr/15927958668146141405ef022da79f02_img20200622_11083401.pdf,1,MUNICIPALITY OF KALIBO
SUPPLY AND DELIVERY OF QUARANTINE TENT,"585,000.00",2020-04-17,2020-04-17,gppbgovph.com/data/files/pr/159279613117726704115ef023e3c79b4_PR.jpg,2020-04-24,gppbgovph.com/data/files/pr/159279613115527720245ef023e3ef109_Notice Of Award.jpg,20,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF RICE,"8,085,000.00",2020-04-15,2020-04-21,gppbgovph.com/data/files/pr/159279665720078079095ef025f1b9273_PR.jpg,2020-04-21,gppbgovph.com/data/files/pr/15927966579349913055ef025f1e7824_Notice Of Award.jpg,"3,850.00",MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF ADDITIONAL PPE'S AND OTHER SUPPLIES,"350,000.00",2020-04-15,2020-04-20,gppbgovph.com/data/files/pr/159279769118501227005ef029fb1a933_PR.jpg,2020-04-27,gppbgovph.com/data/files/pr/159279769111129211565ef029fb46a97_Notice Of Award.jpg,100,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF VITAMIN C,"36,000.00",2020-04-21,2020-04-28,gppbgovph.com/data/files/pr/159279905821280765255ef02f528f496_PR.jpg,2020-04-28,gppbgovph.com/data/files/pr/15927990581309404035ef02f52b3902_Notice Of Award.jpg,"3,000.00",MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF SARDINES,"499,691.75",2020-04-24,2020-05-04,gppbgovph.com/data/files/pr/15927998319500314145ef03257dd229_PR.jpg,2020-05-04,gppbgovph.com/data/files/pr/159279983212406633705ef0325826b58_Notice Of Award.jpg,"22,765.00",MUNICIPALITY OF ALAMINOS LAGUNA
ACQUISITION OF THERMAL IMAGING DEVICES,"200,000.00",2020-06-23,2020-06-25,gppbgovph.com/data/files/pr/159280089514339146815ef0367fb31e1_img20200622_11201013.pdf,2020-06-28,gppbgovph.com/data/files/pr/15928008969678155465ef0368006437_img20200622_11184654.pdf,1,MUNICIPALITY OF KALIBO
SUPPLY AND DELIVERY,"450,000.00",2020-04-20,2020-04-27,gppbgovph.com/data/files/pr/15928010171992812045ef036f970d14_PR (2).pdf,2020-04-27,gppbgovph.com/data/files/pr/15928010179072085435ef036f997bd2_noa.pdf,50,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF GROCERY PACKS ( COFFEE 3 IN 1),"61,884.00",2020-04-22,2020-04-29,gppbgovph.com/data/files/pr/159280194221215155875ef03a96af04a_PR.jpg,2020-04-29,gppbgovph.com/data/files/pr/159280194213903735095ef03a96f3462_Notice Of Award.jpg,577,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF GROCERY PACKS ( INSTANT CUP NOODLES),"26,588.00",2020-04-22,2020-04-29,gppbgovph.com/data/files/pr/159280194312884103335ef03a9728cdb_PR.jpg,2020-04-29,gppbgovph.com/data/files/pr/159280194316911124255ef03a9770239_Notice Of Award.jpg,"1,155.00",MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF GROCERY PACKS ( BISCUIT CRACKERS),"30,780.00",2020-04-22,2020-04-29,gppbgovph.com/data/files/pr/15928019436287333875ef03a979541b_PR.jpg,2020-04-29,gppbgovph.com/data/files/pr/159280194315182478055ef03a97c3786_Notice Of Award.jpg,540,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF GROCERY PACKS ( CORNED BEEF 100G),"34,680.00",2020-04-22,2020-04-29,gppbgovph.com/data/files/pr/15928019444253523845ef03a9801ffb_PR.jpg,2020-04-29,gppbgovph.com/data/files/pr/159280194414870864485ef03a9834735_Notice Of Award.jpg,"1,156.00",MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF GROCERY PACKS (MEATLOAF 100G),"36,992.00",2020-04-22,2020-04-29,gppbgovph.com/data/files/pr/159280194415286262345ef03a9883817_PR.jpg,2020-04-29,gppbgovph.com/data/files/pr/159280194410128727805ef03a98b392f_Notice Of Award.jpg,"1,156.00",MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF GROCERY PACKS (PLASTIC PACKAGING),"1,530.00",2020-04-22,2020-04-29,gppbgovph.com/data/files/pr/159280194411141109535ef03a98f090c_PR.jpg,2020-04-29,gppbgovph.com/data/files/pr/159280194512929340065ef03a99340ff_Notice Of Award.jpg,6,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF GROCERY PACKS ( SPAGHETTI PACKS),"25,254.00",2020-04-22,2020-04-29,gppbgovph.com/data/files/pr/159280194510594885685ef03a99b1e84_PR.jpg,2020-04-29,gppbgovph.com/data/files/pr/159280194514242088285ef03a99d9feb_Notice Of Award.jpg,183,MUNICIPALITY OF ALAMINOS LAGUNA
SCRUB SUIT PEACH TWILL CLOTH,"1,550,000.00",2020-05-15,2020-06-15,gppbgovph.com/data/files/pr/159280572810375271415ef04960caf86_PR#2020-05-0822.pdf,2020-06-10,gppbgovph.com/data/files/pr/15928057295308952065ef0496116420_BAC Res 2020-05-0780.pdF,"1,550.00",GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL
SUPPLY AND DELIVERY OF EQUIPMENT AND SUPPLIES ( TRIPLE AAA BATTERY),"9,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280580711378476385ef049af1d865_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280580714508083985ef049af59103_Notice Of Award.jpg,30,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT AND SUPPLIES ( 9 VOLTS BATTERY),"4,500.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280580714270004405ef049af8dcca_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280580710893714805ef049afbdfd8_Notice Of Award.jpg,30,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT AND SUPPLIES ( DISINFECTANT ANTI-BACTERIAL CLEANER),"24,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/1592805807306398275ef049afe6edf_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280580819502270395ef049b021a3c_Notice Of Award.jpg,30,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES ( FULL FACE SHIELD),"6,500.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058082726526345ef049b04843a_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280580818622490045ef049b079504_Notice Of Award.jpg,50,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES ( LEVEL Z HAZMAT SUIT),"81,750.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058084326820215ef049b0ad0c9_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058095326596445ef049b10be21_Notice Of Award.jpg,15,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT AND SUPPLIES,"4,800.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280580919931247575ef049b132b73_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280580919851144595ef049b1612ef_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES ( N95 RESPIRATOR MASK),"24,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058091719153845ef049b188384_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280580912242529695ef049b1be174_Notice Of Award.jpg,200,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES,"60,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058104739976975ef049b207416_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058102742752525ef049b2411b9_Notice Of Award.jpg,"3,000.00",MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES (ELECTRIC STAND FAN VENTILATION),"27,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/1592805810782469265ef049b2717ea_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/1592805810734739485ef049b2a395f_Notice Of Award.jpg,15,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES (ELECTRIC EXTENSION),"4,750.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581021096709365ef049b2d28bb_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058119946892895ef049b335d3c_Notice Of Award.jpg,10,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES ( KITCHEN WARE PLATES),"7,200.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058116360988765ef049b35b3d5_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058111210506095ef049b38f6d5_Notice Of Award.jpg,48,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES ( KITCHENWARE DRINKING GLASS),"12,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581116984615425ef049b3be6b2_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058128467248635ef049b405dd6_Notice Of Award.jpg,48,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES ( KITCHENWARE DRINKING CUP),"12,000.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058124137715715ef049b440dff_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581218381529505ef049b46ef2c_Notice Of Award.jpg,48,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY OF EQUIPMENT & SUPPLIES ( SPOON AND FORK SET STAINLESS),"2,400.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581212036217425ef049b4a795e_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058121377048115ef049b4def8f_Notice Of Award.jpg,48,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( KITCHENWARE SAUCER),"3,360.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058134310137955ef049b514f03_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/159280581315816669345ef049b54eadc_Notice Of Award.jpg,48,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES ( KITCHENWARE BOWL),"5,760.00",2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/15928058137068404375ef049b56e3ea_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058131858245885ef049b5a14bc_Notice Of Award.jpg,48,MUNICIPALITY OF ALAMINOS LAGUNA
SUPPLY AND DELIVERY EQUIPMENT & SUPPLIES( KITCHEN ALUMINUM STEWPOT),600.00,2020-04-24,2020-05-01,gppbgovph.com/data/files/pr/159280581312043002595ef049b5d7e9e_PR.jpg,2020-05-01,gppbgovph.com/data/files/pr/15928058143731502045ef049b63fb7a_Notice Of Award.jpg,1,MUNICIPALITY OF ALAMINOS LAGUNA
